u1,u2,u3,u4,u5,u6,u7
49.78,54.98,43.32,40.02,39.3,71.2,42.88
52.68,56.8,48.84,48.52,30.36,79.5,38.08
59.96,55.14,43.78,54.34,35.74,68.26,26.36
48.94,52.08,52.04,42.14,39.92,67.92,27.96
50.28,45.16,49.94,48.9,34.98,60.8,49.44
53.04,50.44,55.3,42.66,38.4,66.28,41.18
55.18,52.8,55.44,46.7,38.76,66.5,28.1
42.26,49.46,56.76,46.32,36.06,66.14,39.82
48.16,56.36,49.8,46.16,36.5,58.54,51.86
65.16,52.02,53.74,54.28,32.84,65.64,34.86
58.04,56.4,53.28,45.86,27.18,75.06,46.68
69.28,47.48,58.52,44.42,29.04,78.2,35
63.86,50.56,55.62,51.42,11.52,78.86,32.22
67.52,50.3,61.46,56.28,32.36,72.7,50.18
65.52,52.5,60.98,59.66,27.84,71.08,47.06
60.26,41.64,59.1,49.66,16.5,67.94,40.26
60.66,40.58,57.18,51.82,15.48,73.1,47.18
54.66,49.02,55.36,50.2,22.94,69.3,28.36
59.48,55.62,57.22,50.46,29.86,77.5,34.54
60.96,60.4,53.98,51.28,6.36,70.96,32.24
56.24,55.16,63.72,54.12,19.78,57.14,9.46
56.08,61.38,54.54,46.56,12.98,66.88,6.42
53.48,65.84,61.3,43.5,23.42,63.66,0.12
60.28,65.7,55.78,40.06,29.2,70.26,-4.52
65.56,62.1,49.6,49.56,26.2,71.34,17.44
64.38,59.98,52.06,41.4,35.64,72.8,13.92
64.56,67.68,51.34,45.64,41.16,68,-2.44
58.18,60.14,50.74,42.18,40.06,71.5,28.46
64.16,57.44,50.64,44.04,33.28,63.44,27.24
58.1,52.04,45.42,45.86,29.82,60.8,29.04
56.82,52.3,58.1,46.52,37.08,59.28,28.74
58.68,53.66,55.2,48.04,32.18,59.6,35.12
60.28,51.98,58.04,47.26,47.44,63.48,26.5
68.5,50.86,55.9,42.08,48.06,70.58,34.98
56.02,59.58,55.74,50.28,40.48,60.2,24.14
54.32,55,51.32,44.7,43.56,58.98,24.74
52,52.88,51.34,46.34,49.06,51,6.3
50.64,53.78,41.9,47.76,48.2,50.74,24.94
48.06,55.18,52.32,47.68,47.6,51.12,30.24
47.36,48.78,52.96,47.38,46.08,63.34,17.94
44.58,54.56,45.9,42.34,46.2,64.2,24.06
41.9,52.26,50.3,39.78,45.1,62.84,30.16
40.84,39.7,49.42,35.78,40.76,66.76,19.44
45.32,48.92,55.12,34.16,42.72,73.42,21.8
41.64,50.6,52.92,34.08,42.76,60.36,16.7
43.6,53.32,46.62,39.52,46.06,62.24,19.2
48.44,41.84,47.76,42.54,45.82,50.68,29.9
45.56,42.08,54.9,41.22,46.28,60.74,19.44
56.24,41.26,50.06,39.9,48.06,69.58,31.76
56.44,48.24,48.64,46.76,59.1,49.16,26.2
53.26,46.56,48.96,48.76,54.04,62.88,18.2
54.7,56.08,45.86,51,50,59.58,27.36
47.4,51.56,51.84,46,59.96,50.18,-5.76
54.72,47.5,53.04,47.66,62.82,48.64,23.76
58.84,46.14,49.8,44.12,60.6,41.1,34.58
62.64,47.88,53.22,40.2,50.78,62.02,24.42
58.4,51.5,49.28,39.02,65.7,60.96,36.42
65.96,60.72,43.94,34.54,61.92,64.86,28.92
63.44,47.54,54.02,36.74,61.6,57.72,22.62
62.48,41.9,56.52,35.5,58.86,57.86,28.96
63.7,40.26,35.5,42.1,59.18,59.3,35.9
62.34,42.72,49.06,41.2,49.18,53.12,39.34
59.76,47.02,48.96,40.54,53.88,59.6,20.82
65.08,40.3,53.78,40.88,43.36,45.1,23.38
56.66,43.7,51.44,48.28,50.52,55.38,16.22
56.52,44.9,43.98,42.94,42.62,56.74,5.04
56.76,39.06,49.32,22.5,40,45.02,18.5
55.42,35.86,44.58,35.16,41.6,52.86,17.9
52.5,35.44,35.12,40.92,39.96,50.56,29.1
59.84,44.82,42.18,39.42,43.38,52.1,28.68
53.06,38.3,46.32,35.5,38.04,49.7,24.06
59.16,39.34,49.22,40.14,32.24,52.68,34.48
58.76,48.42,52.8,41.14,31.38,54.18,33.82
66.44,45.4,41.46,47.34,40.86,44.76,51.06
57.72,43.76,40.46,38.72,46.28,41.8,45.54
43.24,40.3,46.32,43.96,48.44,44.7,40.1
50.42,45,47.32,35.74,41.56,41.9,62.32
53.78,40.94,39.4,45.26,50.24,42.44,52.8
54.82,44.04,45.88,48.16,48.76,38.22,33.4
47.86,54.74,50.8,53.98,46.48,40.2,32.26
48.96,53.92,49.78,48,38.44,40.4,28.16
45.7,43.14,61.76,52.2,46.56,46.56,50.68
51.06,43.08,53.32,43.74,32.6,35.38,45.22
53.58,33.22,57.16,40.18,29.92,31.92,47.1
51.12,46.5,51,47.08,33.08,28.86,39.72
55.58,51.56,54.36,42.64,38.44,26.82,31.08
52.5,47.36,51.78,35.22,30.72,30.02,27.76
44.02,48.82,50.74,54.36,29.9,28.32,26.5
46.26,44.54,51.12,52.8,28.6,30.36,10.16
48.6,47.46,55.1,47.88,22.8,31.56,33.66
45.32,51.68,63.02,56.1,21.68,42.54,32.22
41.96,50.88,55.84,47.3,34.78,44.14,22
38.12,41.76,53.24,51.62,31.92,44.44,4.78
47.78,34.22,51.44,51.54,26.24,49.68,27.72
50.96,35.54,49.6,38.78,32.28,47.88,30.64
55.32,24.6,50,44.9,29.6,41.96,19.5
48.94,39.42,41.84,39.2,38.8,41.12,15.96
54.4,42.06,43.64,44.64,39.08,43.08,18.78
45.28,52.04,61.7,37.14,46.06,45.64,17.08
48.88,52.16,53.46,47.54,50.58,37.04,16.62
43.48,58.82,56.42,54.2,50.26,27.28,19.7
38.46,53.92,59.48,59,50.8,23.56,13.12
44.52,59.38,48.72,51.86,51.8,27.24,18.76
57.42,48.84,50.94,56.14,49,31.98,9.66
64.18,53.86,64.68,58.68,44.94,28.4,24.08
73.42,50.3,65.92,44.64,51.64,28.86,15.74
65.3,49.9,59.14,49.06,56.16,34.54,32.36
66.2,45.7,58.72,43.84,49.88,32.36,14.64
69.26,52.34,60.9,42.38,66.46,29.16,19.44
67.02,54.24,57.86,31.9,60,41.48,23.94
66.64,53.06,59.8,45.5,54.4,27.18,32.66
79.24,60.5,58.66,46.52,52.88,29.64,29.98
77.1,54.12,59.16,42.04,47.68,32.76,42.76
62.8,49,59.68,41.96,55.42,49.16,37.54
66.94,55.02,51.76,37.5,44.58,61.06,33.04
67.4,50.12,54.16,42.64,48.62,47.78,35.6
58.5,60.74,47.78,40.88,48.12,44.3,31.54
65,48.34,50.12,47.3,50.62,60.48,31.96
56.94,49.64,52.52,49.46,44.86,53.3,41.48
53.7,51.12,59.62,50.38,44.98,51.3,35.46
56.36,37.74,59.82,55.76,43.64,44.32,38.4
42.88,52.12,59.98,64.48,46.5,34.9,33.88
46.56,61.04,54.7,70.8,43.7,46.2,39.22
49,45.52,58.42,74.08,43.14,21.7,38.14
54.32,47.52,54.08,53.14,41.4,30.54,21.5
46.06,47.88,56.7,59.1,48.92,34.1,37.4
44.88,50.34,54.92,54.02,46.52,40.52,21
57.08,50.48,52.2,52.3,43.94,36.82,17.4
45.34,43.94,55.68,61.52,43.62,34.24,34.7
55.36,49.92,59,50.3,52.32,44.7,39.86
61.44,50.4,52.34,40.94,62.22,48.12,42.42
65.46,52.74,51.18,58.78,53.46,45.7,55.48
73.82,53.38,51.24,55.84,55.38,49.18,45.54
73.5,55.76,62.96,51.42,64.02,50.92,53.76
72.5,49.76,44.7,55.6,63.22,55.58,43.08
77.24,51.7,53.06,55.92,63.98,50.5,37.8
73.58,45.38,62.34,33.06,58.38,34.6,56.36
68.98,50.02,44.02,57.98,58.42,40.9,36.32
66.02,40.64,41.68,66.16,61.44,52.6,38.84
58.9,46.64,56.92,65.32,65.84,51.58,44.16
64.22,47.12,55.32,61.86,64.34,57.08,47.62
53.6,39.88,50.68,67.44,60.22,57.06,41.44
69.26,41.52,49.7,56.82,58.78,52.8,34.36
51.34,39.88,45.86,53.8,62.64,48.38,25.7
62.12,40.78,55.08,62.6,61.4,46.4,38.58
67.26,37.84,43.58,61.96,64.54,48,68.12
56.52,35.86,45.28,64.3,66.96,45.92,28.72
59.36,35.18,54.1,76.78,67,51.96,48.3
53.52,36.4,58.42,73.74,75.86,50.28,46.2
53.24,38.14,54.02,66.96,78.56,47.76,43.82
48.96,35.06,54.88,76.3,90.78,50.92,50.62
45.98,36.16,47.88,70.28,79.5,48.7,45.76
55.44,41.92,51.76,71.32,75.74,52.8,45
58.16,34.36,42.96,60.78,80.22,52.66,44.18
52.08,32.58,47.22,80.16,73.4,50.1,43.14
60.88,32.6,52.9,77.8,67.7,52,41.02
63.64,34.16,58.06,70.44,56.3,51.44,33.46
60.34,32.72,56.34,64.08,68.38,53.92,46.88
63.34,34.02,63.04,63.1,72.38,57.22,41.2
60.2,34.54,64.42,56.34,81.64,53.56,40.12
59.38,36.8,63.54,59.8,81.78,54.58,48.2
58.98,42.86,63.54,40.2,78.12,52.68,39.02
43.72,45.28,60.08,49.92,78.28,57.92,35.6
49.26,38.28,66.4,49.78,68.02,53.56,38.92
53.36,36.84,60.62,47.32,76.44,45.26,40.58
51.68,41.58,51.16,41.58,71.06,43.02,35.16
48.28,40.22,53.6,33.78,80.74,45,29.66
49.18,38.48,57.54,43.4,82.84,45.82,49.14
56.94,36.68,62.8,36.96,80.22,60.02,32.3
62.52,28.74,63.72,50.16,75.18,57.22,28.6
57.52,33.4,52.98,47.54,70.22,40.98,30.9
58.72,32.52,57.86,41.76,77.54,32.14,27.22
60.78,35.1,55.34,37.76,73.24,34.12,38.36
59.28,36.36,52.74,56.82,67.72,26.7,37.52
47.66,40.4,58.04,44.38,75.56,29.16,28.36
52.16,50.12,63.68,36.22,77.68,39.18,41.32
58.24,39.78,63.48,35.84,70.96,30.52,27.36
55.92,45.26,59.86,35.62,66.9,36.6,32.28
54.8,49.8,49.5,38.1,71.44,45.3,21.94
60.9,46.28,54.02,41.68,75.4,40.24,-1
56.16,50.86,56,55.18,75.82,45.82,1.54
62.1,58.04,57.52,49,68.56,40.34,37.22
56.06,52.1,60.5,49.02,66,38.34,30.36
61.58,56.5,54.84,51.12,58.42,39.34,39.62
56.6,45.78,58.5,42.32,85.38,33.72,38.9
59.34,57.22,50.68,43.02,66.28,45.2,38.7
51,43.64,44.1,30.3,67.4,45.16,32.18
55.5,37.84,55.6,38.74,71.02,47.28,22.68
50.7,39.74,61.08,44.6,69.7,46.52,22.82
54.54,43.64,54.26,44.12,69.2,39.66,22.88
52.98,41.94,61.2,42.72,80.46,44.76,31.3
57.36,37.22,68.68,43.8,70.8,46.26,16.94
52.84,51.48,63.24,52.28,60.78,45.78,51.94
54.62,51.44,63.92,51.18,53.3,53.68,31.1
51.2,51.94,55.28,56.06,60.8,36.16,34.6
65.52,56.16,46.9,61.08,41.7,30.66,17.96
56.58,57.3,51.52,53.66,54.08,30.6,1.62
54.94,51.12,51.86,56.04,47.38,34.96,24.9
52.18,48.76,41.06,52.62,35.84,23.88,37.88
45.72,52.42,50.56,50.42,47.8,23.44,23.24
47.2,46.06,54.36,46.32,57.62,27.42,26.3
50.34,53.3,53.2,47.3,58.8,31.36,13.52
45.16,53.76,47.16,51.68,50.74,25.92,23.64
40.84,51.22,51.8,53.22,56.54,32.02,2.68
48.4,59.1,56.92,55.98,53.74,45.7,8.4
42.24,52.74,47.98,54.12,57.38,32.16,14.2
54.66,63.66,49.46,48.18,56.2,30.56,19.64
54.86,68.84,48.38,58.8,53.8,21.44,14.82
54.06,66.28,51.62,54.54,71.52,12.82,12.52
56.6,60.48,45.34,67.2,66,23.44,16.58
60.16,77.12,37.56,60.2,60.48,26.76,23.86
61.28,72.44,38.54,63.52,70.08,25.76,-3.12
48.42,77.9,45.08,59.18,68.54,11.4,7.6
55.22,67.2,47.2,61.9,51.44,12.34,6.72
58.72,66.76,41.7,67.14,52.98,24.36,19.5
64.46,63.2,57.92,69.88,53.44,40.62,50.5
55.1,57,57.68,70.2,52.94,41.96,26.52
59.86,59.34,55.42,69.38,48.9,47.56,37.52
60.98,53.06,56.16,64.34,40.66,44.72,49.88
51.32,52.58,58.3,67.82,50.52,44.88,39.26
51.78,57.74,60.8,62.92,43.46,50.7,44.8
59.68,68.14,49.7,61.82,42.24,41.3,29.74
60.06,62.04,52.14,63.8,45.56,40,22.84
59.84,61.66,51.74,60.9,35.88,45.2,40.8
65.06,69.84,54.48,57.64,49.32,54.46,23
55.88,57.14,44.86,60.26,40.66,41.14,29.42
60.7,61.96,54.12,59.88,35.54,32.7,29.84
53.78,65.86,46.34,55.38,42.88,47.56,23.24
54.92,60.4,60.98,52.38,38.1,37.02,55.68
55.36,51.34,55.2,58.98,37.86,39.46,38.72
50.12,58.36,58.12,54.18,39.84,44.02,34.5
56.16,50.04,48.56,57.92,39.08,43.14,31.48
56.36,59.96,51.74,47.5,37.68,43.3,14.32
56.52,54.02,37.9,41.6,41.92,40.22,27.52
58.54,54.36,42.98,32.16,42.98,42.96,23.92
56.74,53.26,51.62,35.8,46.62,27.06,30.12
63.48,60,50.94,46.94,35.46,36.64,35.8
64.34,43.66,54.36,42.96,47.62,38.06,43.78
75.62,50.38,49.18,38.24,39.84,33.28,33.52
64.84,48.38,51.12,37.24,34.98,33.56,42.06
61.78,51.18,50.62,51.08,36.12,37.76,41.46
65.18,48.58,60.28,50.1,47.3,41.78,42.46
65.88,53.1,57.04,45.64,43.72,35.72,44.52
63.36,48.5,58.54,44.54,45.9,35.28,42.14
58.16,44.84,57.1,31.06,50,28.6,39.88
66.58,45.38,56.32,43.4,46.84,29.14,23.84
61.22,49.32,56.38,40.02,54.18,20.94,41.34
64.84,55.14,43.78,49.06,44.5,12.9,31.88
63.42,51.44,47.38,47.92,25.22,11.58,34.64
69.44,55.1,46.94,67.08,10.6,10.54,39.26
67.72,53.2,49.36,67.76,34.1,13.68,30
65.86,55.98,51.46,63,32.12,13.4,5.26
62,54.9,48.92,58.9,34.7,13.24,53.36
66.42,50.24,50.3,57.02,32.26,9.22,40.4
68.96,52.36,49.14,61.36,31.4,25,40.6
74.2,49.26,42.38,64.54,31.36,17.64,48.56
70.62,50.58,47.62,69,32.54,11.26,61.16
71.06,54.5,52.36,72.68,32.04,14.92,55.92
67.74,45.86,51.52,69.36,30.34,14.02,59.78
64.08,48.88,58.84,72.06,30.48,21.2,52.16
64.66,58.44,67.36,67.14,29.18,25.16,49.52
64.46,52.42,74.62,62.4,39.74,35.26,41.64
70.56,51.38,73.32,55.38,37.56,29.86,58.66
67.16,48,60.84,40.64,29.92,23.88,62.34
65.7,53.76,65.28,43.02,28.9,39.16,54.5
64.8,45.32,56.78,51.06,26.32,50.62,46.32
69.16,50.74,52.74,39.06,35.36,40.4,30.42
61.78,48.7,54.88,43.6,35.18,43.1,50.4
59.02,52.48,64.6,62.82,37.18,42.64,54.74
73.14,51.9,58.24,47.82,27.58,39.52,54.62
72.26,51.68,55.32,45.98,28.92,26.98,37.26
67.66,52.84,43.64,42.64,28.34,39.52,41
64.82,59.28,41.52,41.24,34.92,28.4,36.94
66.52,58.8,58.7,39.3,32.14,43.62,33.38
69.5,67.02,53,40.02,31.78,34.74,51.36
67.7,65.08,56.88,49.46,26.68,31.92,35.62
74.6,64.02,58.56,55.76,22.38,43.08,44.04
65.14,69.96,50.9,46.78,14.76,30.26,36.54
68,61.78,56.08,52.24,22.66,33.54,41.28
72.88,61.5,51.5,59.2,30.5,41.2,34.48
72.38,56.92,50.84,64.54,35.92,52.48,44.48
62.82,56.16,55.84,57.54,32.68,53.16,48.94
65.4,55,57.48,68.28,26.12,50.06,35.16
59.34,49.94,62.26,54.36,35.96,55.82,35.44
69.38,57.66,52.28,41.5,44.66,59.74,41.22
59.78,53.46,47.68,34.54,41.38,68.2,54.34
63.96,56.02,54.12,50.74,31.72,57.96,45.36
59.48,54.54,51.62,48.94,21.02,42.52,45.76
59.12,60.66,40.76,41.7,23.28,34.76,43
60.02,63.96,39.48,40.5,29.02,48.08,36.6
57.92,56.4,40.32,46.44,29.74,48.54,23.2
58.48,57.7,41.34,47.38,29.18,52.36,40.58
52.16,53.34,33.76,38.14,30.62,48.68,28.32
53.3,53.06,40.4,40.2,17.26,46.54,36.66
50.46,58.38,53.98,39.42,27.68,44.1,37.04
45.28,52.86,57.08,49.86,26.42,46.38,43.42
52.04,49.68,55.74,43.64,20.58,38.98,29.3
56.92,55.36,51.64,44.32,26.2,41.1,27.46
52.08,50.9,50.12,40.26,30.5,42.04,9.54
56.82,52.36,56.02,44.12,34.94,46.12,11.3
49.68,53.08,56.64,48.66,50.26,45.76,24.72
58.1,50.4,53.64,52.48,50.56,55.9,22.24
59.84,54.9,45.88,45.86,46,39.04,-4.36
54.36,52.36,52.64,38.34,56.1,43.58,39.14
56.56,50.44,38.34,29.04,56.1,38.52,4.98
53.8,58.38,40.94,38.14,45.02,39.34,7.78
61.26,52.98,45.7,48.5,47.7,44.32,16.7
60.08,53.86,40.04,51.4,38.76,39.18,10
57.88,70.52,21.88,49.44,54.16,40.44,4.88
53.92,62.26,20.76,49.04,54.48,42.22,7.9
56.02,60.14,32.34,61.2,47.46,34.08,5.98
52.02,55.98,34.94,55.52,45.44,28.86,5.74
50.02,51.64,44.56,58.2,50.48,19.96,25.5
55.04,57.16,38.08,60.22,49.2,21.22,29.06
56.8,61.42,45.46,57.78,48.44,27.18,1.56
51.36,59.76,52.24,61.22,51.12,49.32,15.24
49.94,56.04,49.74,60.84,36.38,20.62,9.04
53.28,54.96,54.82,58.44,42.26,24.04,14.86
58.16,60.54,44.64,52.68,50,29.12,17.64
52.24,49.42,52.86,59.72,42.06,37.16,21.92
46.78,50.74,54.84,53.82,41.86,38.34,21.5
60.2,43.52,59.44,52.3,51.56,38.38,17.72
56.24,51.56,63.66,45.04,43.04,28.62,31.72
60.04,47.06,66.84,44.16,50.92,25.92,9.68
70.74,42.32,53,40.78,48.84,29.62,-5.3
65.24,54.8,50.52,49.24,41.4,27.12,14.18
53.9,47.38,47.26,50.96,37.96,25.48,36.86
52.86,56.58,45.32,43.72,37.58,25.62,21.54
55.38,52.94,43.9,43.34,31.86,13.76,15.26
54.98,48.62,49.88,41.1,35.28,27.64,15.76
50.84,61.16,55.92,47.76,39.84,33.02,21.88
50.4,57.36,51.22,49.56,42.36,33.78,26.08
52.74,49.66,42.7,44.88,41.58,36.1,23
53,58.02,47.12,39.4,38.22,34.24,14.12
59.42,46.9,47.04,42.4,35.52,34.68,19.3
57.14,50.88,45.62,46.44,24.28,39.28,16.14
56.98,62.14,56.04,40.84,34.12,46.08,19.64
62.96,54.62,55.32,42.02,41.16,38.58,22.7
63.84,39.82,59.68,37.66,39.76,36.48,18.08
57.22,54.5,63.18,43.06,32.62,34.8,18.9
60.78,63.08,52.56,40.14,31.66,34.54,20.08
58.22,51.8,67.2,40.92,36.44,34.48,17.48
63.28,55.4,57.16,39.46,30.74,37.28,22.08
69.06,58.98,61.44,44.18,28.34,38.64,28.54
63.26,63.98,67.28,43.46,36.36,40.64,28.18
59.76,53.48,61.62,46.26,34.1,41.1,32.26
56.18,57.74,62.14,47.82,31.86,40.5,24.3
64.72,53.28,61.06,49.84,41.16,40.88,22.08
56.28,50.26,58.6,47.72,44.26,32.72,17.68
53.18,51.32,58.68,59.8,40.32,35.68,25.12
48.68,49.2,61.04,54.2,32.8,26,19.3
48.72,55.86,60.38,55.12,42.58,26.72,16.58
54.6,53.46,50.92,69.94,42.14,31.1,10.18
58.16,43.1,61.04,58.26,32.16,31.86,11.54
54.5,51.68,46.22,66.66,30.76,26.1,25.3
63.16,42.64,56.06,66.64,28.66,28.72,27.42
60.12,48.24,55.24,61.68,30.12,27.82,20.76
55.82,39.64,39.54,59.54,32.14,31.66,14.2
58.6,35.26,57.18,58.16,33.12,38.06,21.72
62.46,40.56,54.6,70.54,23.5,34.2,9.74
58.92,45.82,53.86,61.7,21.94,42.64,5.9
62.52,50.82,45.92,58.22,20.3,44.44,16.46
60.56,49.56,47.98,55.36,31.94,42.9,12.56
60.58,58.92,44.3,52.86,23.16,41.9,-3.88
60.68,59.92,45.22,55.1,28.44,48.8,23.64
61.24,53.86,44.98,57.24,28.66,51.68,42.76
52.98,55.92,46.02,54.68,38.58,58.42,1.32
62.38,55.22,40.84,54.3,46.08,65.26,61.9
71.24,56.42,45.82,54.52,37.9,56.94,7.1
63.06,52.66,53.28,59.46,29.44,53.44,9.18
78.42,58.96,48.98,56.74,36.24,50.94,17.6
72.8,54.94,49.66,48.18,40.78,52.5,15.38
71.12,55.1,35.04,53.78,35.86,52.22,38.28
71.38,53.76,45.78,44.08,46.02,57.52,14.52
73.1,48.4,38.52,53.78,45.94,58.08,35.6
79.86,54.68,36.96,50.2,27.22,51.5,29.68
89.56,45.62,25.12,46.1,43.7,49.82,43.48
81.6,51.78,30.02,54.44,46,50.9,26.62
73.64,43.76,33.14,48.98,36.14,54.24,31.3
75.44,40.98,30.1,46.76,46,53.98,10.1
68.08,45.7,33.5,45.98,44.56,54.32,45.02
66.76,46.82,39.74,45.12,39.84,49.8,24.24
72.24,37.06,49.24,50.8,41.44,53.34,50.08
61.98,49.46,50.36,49.72,46.72,52.46,25.68
58.22,47.48,67.92,43.18,43.22,43.1,16.52
60.06,52.12,69.04,40.52,43.82,43.46,14.5
64.82,62.6,74.52,44.7,39.54,36.26,11.02
65.66,53.06,71.02,50.34,49.64,43.74,40.72
59.24,56.34,69.02,53.86,46.06,49,60.44
58.14,58.86,69.88,55.54,52.18,44.7,29.36
54.1,63.48,72.34,56.98,58.22,37.38,39.64
52.52,61.06,70.02,62.46,54.76,38.64,25.5
63.6,40.22,66,59.22,67.76,30.42,33.96
52.92,45.72,62.2,60.12,71,23.46,20.64
57.86,57.36,63.84,57.86,60.14,37.14,27.32
62.12,58.6,62.78,62.94,72.82,42.76,20.92
60.22,62.62,58.3,55.82,59.5,36.34,25.62
62.06,59.48,61.84,55.68,63.98,33.68,17.16
52.86,66.6,62.44,46.84,70.22,42.82,33.24
47.26,61.56,68.84,52.74,75.06,38.58,34.28
52.08,54.36,59.04,47.56,71.2,24.12,35.16
50.74,58.28,59.76,42.84,67.2,31.16,24.18
54.9,54.46,64.88,44.64,79.42,29.12,41.14
51.92,43.14,71.52,54.44,77.06,25.8,41.7
47.84,48.62,72.54,49.94,75.2,25.06,52.98
51.28,47.96,61.58,51.3,75.78,21.42,58.88
46.88,58.98,59.38,64.06,83.56,33.8,57.92
51.66,57.3,57.16,56.3,79.78,43.24,56.3
48.48,56.54,65.24,58.28,61.84,46.88,46.14
56.06,59.22,58.54,54.08,60.78,33.66,53.76
56.66,55.48,66.9,56.36,61.7,38.02,28.64
50.4,57.52,62.5,53.44,55.04,37.58,37.9
48.34,64.22,67.66,47.66,45.04,29.34,39.2
53.42,62.4,56.98,61.62,46.52,34.68,36.08
50.64,64.02,52.84,60,39.7,37.72,37.36
52.26,70.9,57.44,55.6,51.3,38.12,40.24
57.6,66.22,65.54,52.14,34.78,33.04,25.52
54.26,67.44,70.72,55.42,26.86,30.66,20.22
52.86,64.58,78.3,51.1,41.64,27.94,29.12
48.32,65.02,80.68,40.46,46.78,22.24,22.92
49.6,53.86,71.12,61.54,41.98,34,15.7
54.54,59.3,80.98,64.96,39.66,34.32,26.64
44.38,59.28,82.06,58.66,39.12,38.5,24.24
46.72,61.48,81.46,65.54,42.74,41.46,25.3
48.84,54.08,76.12,60.98,46.9,50.76,6.66
57.9,65.52,72.56,57.16,44.88,52.2,30.9
50.92,52.72,72.36,59.7,49,49.62,40.76
50.84,68.36,73.56,63.68,46.56,44.72,44.58
48,68.26,64.16,64.86,48.98,43.86,30.14
49.12,57.8,70.6,56.68,50.12,50.12,51.74
43.98,65.68,69.34,69.32,31.98,51.06,31.22
48.18,57.92,74.2,59.78,29.94,58.3,5.82
43.76,64.56,77,62.78,30.36,37.84,18.76
52.12,58.96,78.6,66.32,47.82,49.82,30.2
50.66,71.94,69.26,62.26,58.16,40.88,18.76
50.42,68.82,70.7,57.22,54.58,30.48,24.74
52.34,58.06,80.84,49.96,49.84,41.76,22.56
49.72,59.24,66.94,54.18,52.42,39.14,15.44
53.94,46.6,67.4,64.02,31.36,31.36,14.28
50.04,52.18,66.8,56.36,42.14,47.6,28.6
48.82,56.6,68.7,70.94,44.62,37.72,24.2
55.68,62.32,73.12,65.28,34.38,30.04,33.74
63.04,48.94,69.04,52.74,29.66,27.36,25
62.1,50.74,68.9,58.26,39.84,21.04,22.84
69.52,61.5,73.44,57.58,39.1,31.88,26
64.84,55.36,53.34,56.78,37.34,36.12,23.14
58.18,58.86,53.56,49.58,36.06,34.2,29
62.1,51.56,54.12,47.76,32.38,45.58,35.28
60.82,61.52,54.16,55.2,34.18,36.78,32.34
48.76,59.72,52.34,49.7,39.1,29.72,30.16
48.58,46.92,54.84,54.4,39.6,33.84,21.42
53.76,54.86,67,71.78,35.14,35.28,23.74
41.52,49.24,68,67.08,35.14,42.04,13.96
38.26,56.64,65.18,62.1,30.86,47.22,36.9
47.22,62.66,61.64,60.88,39.54,38.02,38.46
52.82,71.76,64.28,61.98,23.22,40.96,36
47.78,77.34,64.72,61.16,28.62,40.02,33.78
42.56,50,52.78,63.88,45.88,45.28,34.32
52.06,56.36,52.74,56.1,36.98,40.38,25.5
41.02,59.28,55.32,60.38,38.5,40.98,38.14
46.12,59.74,51,65.62,32.58,44.28,38.18
47.6,66.88,44.84,46.86,40,52.12,25.5
41.64,54.9,52.64,56.18,42.1,51.82,32.06
43.26,47.14,54.18,53.4,38.62,45.38,37.32
46.88,51.18,58.6,57.54,39.38,36.54,34.76
57.98,55.68,56.62,53.66,38.88,40.2,34.64
59.02,54.48,56.76,49.96,35.54,36.02,35.12
57.56,44.38,51.02,52.8,33.7,40.64,22.3
57.82,51.34,52.22,50.12,37.5,44.7,22.46
61.78,57.84,56.88,47.34,45.56,34.64,28.26
59.66,44.66,55.98,44.74,44.94,30.9,22.9
53.82,52.88,51.8,39.72,40.14,24.52,27.1
58.28,63.84,52.12,45.2,42.82,27.9,16.82
50.52,53.26,49.18,57.38,38.64,35.86,28.64
48.32,46.7,50.58,59.46,35.92,46.76,27.74
47.54,41.76,52.68,54.42,39.46,54.36,6.44
42.26,49.3,52.98,53.2,45.28,39.64,12.38
53.02,44.54,51.58,53.2,50.66,40.28,5.54
54.58,41.2,47.3,43.88,40.58,39.7,23.12
52.06,41.18,39.46,40.22,53.86,49.94,27.18
53.34,39.24,44.38,34.54,61.32,34.74,22.44
51.84,43.14,40.88,29.76,74.28,35.9,38.78
53.02,35.96,45.32,27.08,69.86,40.02,32.52
48.56,41.8,41.2,33.44,67.72,45.96,26.56
48.3,41,59.42,32.58,75.82,39.28,35.24
49.94,44.26,49.44,36.9,61.46,35.08,35.46
54.78,52.8,48.12,35.84,73.74,33.7,22.44
50.68,47.32,42.1,32.66,70.78,47.26,30.9
61.04,39.28,47.18,32.96,68.76,40.5,34.5
59.26,48.06,50.8,32.42,71.08,38.14,38.46
56.8,51.12,47.5,40.4,62.6,35.64,35.02
55.74,49.94,53.38,32.82,56.92,40.4,32.16
57.32,49.12,45.48,45,58.92,40.12,39.28
56.54,48.02,49.52,47,53.72,36.08,36.28
59.04,63.52,54.84,54.68,47.96,42.88,27.28
69.52,61.28,47.92,46.38,47.56,41.76,29.44
70.58,60.04,56.7,45.72,58.26,44.84,26.74
69.7,56.42,57.92,47.26,59.8,50.7,31.04
65.46,62.46,50.44,37.94,69.46,45.56,35.78
69.82,65.38,48.82,54.24,69.08,36.58,26.18
58.1,61.3,58.42,40.88,63.58,41.2,27.52
59.56,60.04,56.08,47.64,67.06,40.5,27.1
61.9,53.56,59.34,44.7,61.1,49.74,41.94
49.24,61.56,64.28,44.36,63.62,51.24,25.1
